chamber,role,state,district,name,party,kind,what,date,source,source_name,grade,lean,as_of,page
Senate,senator,FL,,Rick Scott,Republican,action,"Introduced, with Sen. Roger Marshall, a concurrent resolution expressing the sense of Congress that the Ratepayer Protection Pledge — under which tech companies commit to cover their own electricity and grid-infrastructure costs — is sound national policy. Scott: ""Big Data centers are already putting a substantial financial burden on American families... Florida families shouldn't be supporting Big Tech companies' expansions with their electricity bills.""",2026-04-02,https://www.rickscott.senate.gov/2026/4/sens-rick-scott-roger-marshall-introduce-resolution-supporting-pres-trump-s-ratepayer-protection-pledge,Sen. Rick Scott press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s001217
Senate,senator,KS,,Roger Marshall,Republican,action,"Introduced with Sen. Rick Scott a concurrent resolution supporting the Ratepayer Protection Pledge, under which tech companies commit to pay their own electricity and grid-infrastructure costs. Marshall: 'Kansans shouldn't have to pay higher utility bills so that big tech companies can power their data centers.'",2026-04-02,https://www.rickscott.senate.gov/2026/4/sens-rick-scott-roger-marshall-introduce-resolution-supporting-pres-trump-s-ratepayer-protection-pledge,Sen. Rick Scott press release (joint with Marshall),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m001198
Senate,candidate,GA,,Jon Ossoff,Democratic,statement,Sent a letter to FERC probing the impact of AI servers on electricity bills.,2026-04,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,guardrails,2026-08-25,https://aigridwatch.com/senate-races#race-ga
Senate,senator,CT,,Richard Blumenthal,Democratic,action,"As Ranking Member of the Permanent Subcommittee on Investigations, wrote public utility regulators in all 50 states requesting documents on non-disclosure agreements or other restrictions that keep data centers' energy use, water access, infrastructure strain and economic effects from public view: ""American families deserve full transparency over Big Tech's expansion of data centers across the country and in their communities.""",2026-03-31,https://www.blumenthal.senate.gov/newsroom/press/release/blumenthal-investigates-big-techs-use-of-non-disclosure-agreements-to-conceal-impact-of-energy-guzzling-data-centers,Sen. Blumenthal press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001277
Senate,senator,AZ,,Mark Kelly,Democratic,statement,"At the American AI Festival previewed unnamed legislation to ""Bring developers and communities together at the beginning to work through the details—what a project means for energy, water, infrastructure, and jobs—and put real commitments on the table,"" with public input, enforceable agreements, local hiring and utility-rate protections.",2026-03-27,https://www.kelly.senate.gov/newsroom/press-releases/icymi-at-american-ai-festival-kelly-previews-new-legislation-to-bring-communities-in-as-ai-infrastructure-expands/,Sen. Kelly press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-k000377
Senate,senator,MO,,Josh Hawley,Republican,action,"With Sen. Warren, wrote EIA Administrator Tristan Abbey asking for a mandatory annual reporting requirement for data centers and other large loads covering hourly/annual/peak consumption, rates paid, upfront payments, demand response, and how transmission upgrade costs are allocated; response requested by April 9, 2026.",2026-03-26,https://www.warren.senate.gov/newsroom/press-releases/warren-hawley-lead-bipartisan-push-for-mandatory-energy-use-reporting-requirements-for-data-centers/,Sen. Warren press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001089
Senate,senator,NM,,Martin Heinrich,Democratic,statement,"At a Senate Energy and Natural Resources hearing on the power grid, said ""new large loads, especially data centers, must bear the costs associated with them coming online"" rather than shifting them to other ratepayers, and that 1% demand flexibility from large loads could unlock 126 GW of capacity.",2026-03-26,https://www.heinrich.senate.gov/newsroom/press-releases/ranking-member-heinrich-offers-solutions-to-energy-affordability-crisis-worsening-under-trump-administration,Sen. Heinrich press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001046
Senate,senator,AZ,,Ruben Gallego,Democratic,action,"Co-leads (with Padilla, Hickenlooper, Cortez Masto, King) a draft Senate Energy Democrats transmission bill expanding FERC transmission authority; the senators' release does not mention data centers, though press coverage frames it as addressing AI data center demand.",2026-03-25,https://www.padilla.senate.gov/newsroom/press-releases/watch-padilla-unveils-new-effort-to-lower-energy-costs-strengthen-transmission-lines/,Sen. Padilla press release,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000574
Senate,senator,IL,,Richard J. Durbin,Democratic,action,"Introduced the Data Center Water and Energy Transparency Act (S. 4213), requiring data center operators to report energy and water consumption to their states, prospective facilities to report five-year estimates, and states to aggregate the data for EPA, DOE and USDA, with EPA fines for non-compliance. Durbin: 'If you've noticed a sharp increase in your utility bills lately, it may be from the growth of energy-hungry data centers.'",2026-03-25,https://www.durbin.senate.gov/newsroom/press-releases/as-utility-costs-rise-durbin-introduces-new-legislation-to-bring-transparency-to-energy-and-water-consumption-by-data-centers,Sen. Durbin press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-d000563
Senate,senator,VT,,Bernard Sanders,Independent,action,"Announced the Artificial Intelligence Data Center Moratorium Act of 2026 with Rep. Alexandria Ocasio-Cortez: a federal moratorium on new or expanded AI data centers until Congress enacts safeguards ensuring AI does not increase 'electricity or utility prices, harm communities or destroy the environment'; introduced as S.4214.",2026-03-25,https://www.sanders.senate.gov/press-releases/news-sanders-ocasio-cortez-announce-ai-data-center-moratorium-act/,Sen. Sanders press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s000033
Senate,senator,TN,,Marsha Blackburn,Republican,action,Released a discussion draft of the TRUMP AMERICA AI Act that 'directs the U.S. Secretary of Energy to enter into agreements with owners and operators of data centers to protect consumers from rate increases and adverse impacts of data center development'; entities that decline become ineligible for federal incentives the Secretary identifies.,2026-03-18,https://www.blackburn.senate.gov/index.php/2026/3/technology/blackburn-releases-discussion-draft-of-national-policy-framework-for-artificial-intelligence/3b3b6458-b6c7-478b-9859-374949586765,Sen. Blackburn press release,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-b001243
Senate,senator,OH,,Bernie Moreno,Republican,statement,"Issued a release urging Carlyle Group to relinquish a $4.5M Ohio subsidy for Ark Data Centers' Akron/Independence expansion (10 jobs), sign the Ratepayer Protection Pledge and commit to more jobs, saying ""When corporations like Carlyle demand massive amounts of electricity to fund their projects, it's everyday Ohioans who get stuck with the bill.""",2026-03-16,https://www.moreno.senate.gov/press-releases/moreno-slams-tax-breaks-to-pe-giant-for-data-center-project-creating-just-10-jobs/,Sen. Moreno press release,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m001242
Senate,senator,MD,,Chris Van Hollen,Democratic,action,"With Sens. Whitehouse and Heinrich, sent letters to Meta, OpenAI, xAI, Fermi America, American Intelligence & Power, Joule, Crusoe and Fundamental Data about twelve planned gas-powered data center projects, asking why they rely on gas, whether they will capture CO2, and their expected returns; responses due March 27.",2026-03-13,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-whitehouse-heinrich-probe-ai-companies-about-plans-for-colossal-gas-powered-data-centers,Sen. Van Hollen press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-v000128
Senate,senator,MD,,Chris Van Hollen,Democratic,statement,At a Maryland delegation meeting on energy affordability: 'the surge of data center development across our region is only making things worse' and 'Consumers should not have to pay one dime in additional electricity costs to support data centers for the richest companies on the planet.',2026-03-12,https://www.vanhollen.senate.gov/news/press-releases/maryland-congressional-delegation-holds-meeting-to-discuss-energy-affordability-and-reliability,Sen. Van Hollen press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-v000128
Senate,senator,MA,,Edward J. Markey,Democratic,action,"Led a letter with Sens. Blumenthal, Van Hollen and Booker to the president of NARUC urging state utility commissions to reject rate filings that shift data center costs onto households and small businesses.",2026-03-06,https://www.markey.senate.gov/news/press-releases/senator-markey-colleagues-call-for-state-energy-regulators-to-protect-ratepayers-from-data-center-related-cost-hikes,Sen. Markey press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m000133
Senate,senator,MD,,Chris Van Hollen,Democratic,action,Signed the Markey-led letter to the president of NARUC urging state utility commissions to reject rate filings that shift data center costs onto households and small businesses.,2026-03-06,https://www.markey.senate.gov/news/press-releases/senator-markey-colleagues-call-for-state-energy-regulators-to-protect-ratepayers-from-data-center-related-cost-hikes,Sen. Markey press release (joint),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-v000128
Senate,senator,NJ,,Cory A. Booker,Democratic,action,"Signed a letter with Sens. Markey, Blumenthal and Van Hollen to NARUC president Ann Rendahl urging state public utility commissions to reject rate filings that force residential and small-business ratepayers to subsidize AI data centers and to adopt protective policies coordinated with utilities, grid operators and federal regulators.",2026-03-06,https://www.markey.senate.gov/news/press-releases/senator-markey-colleagues-call-for-state-energy-regulators-to-protect-ratepayers-from-data-center-related-cost-hikes,Sen. Markey press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001288
Senate,senator,OH,,Jon Husted,Republican,statement,"Attended a White House roundtable with President Trump, Energy Secretary Wright and tech executives at which Amazon, Google, Meta and Microsoft committed to the Ratepayer Protection Pledge to fund their own data-center power; Husted said ""Requiring companies to fund their own power protects working people from higher bills.""",2026-03-04,https://www.husted.senate.gov/media/press-releases/husted-attends-roundtable-with-president-on-lowering-energy-costs-for-communities-near-data-centers/,Sen. Husted press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001104
Senate,senator,MO,,Josh Hawley,Republican,statement,"Told Missourinet ""I think we ought to say in the law that the data centers have to pay for their own electricity, the data centers have to pay for their own water supply,"" and that he does not want bills rising because ""some corporation came in and sucked up all the power.""",2026-02-27,https://www.missourinet.com/2026/02/27/missouris-josh-hawley-says-major-tech-companies-should-pay-for-energy-and-water-usage-generated-by-their-data-centers/,Missourinet,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001089
Senate,senator,NC,,Ted Budd,Republican,statement,"At a Washington Post Live event said the U.S. needs to add about 85 gigawatts a year to keep pace with demand and ""that goes back to permitting reform,"" that ""power is good"" and the country needs more energy, that data-center construction decisions should be made ""at a local level,"" and was skeptical of Sen. Sanders' moratorium proposal while saying he would need to read the text.",2026-02-25,https://www.nextgov.com/artificial-intelligence/2026/02/lawmakers-both-parties-back-data-center-permitting-reform/411700/,Nextgov/FCW,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-b001305
House,candidate,OH,13,Emilia Sykes,Democratic,statement,"At House Science Committee hearing on data center infrastructure, pressed for consumer protections as Ohio hosts 217 data centers (fifth most nationally).",2026-02-24,https://sykes.house.gov/media/press-releases/ranking-member-sykes-presses-for-consumer-protections-as-data-centers-expand-across-ohio,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-13
Senate,senator,AK,,Dan Sullivan,Republican,statement,"In his annual address to the Alaska Legislature, said he is pressing for ""new federal data centers on Air Force bases in Alaska for AI computing,"" which he said would help the military, raise domestic demand for Alaska gas and lower the cost of building and financing the gas pipeline; noted the Air Force had issued a request for information on Alaska data centers the day before at his urging.",2026-02-18,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-touts-alaska-comeback-historic-opportunities-in-annual-address-to-legislature,Sen. Sullivan press release (address to Legislature),,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-s001198
Senate,senator,MO,,Josh Hawley,Republican,action,"Introduced the Guaranteeing Rate Insulation from Data Centers (GRID) Act with Sen. Blumenthal, requiring data centers to obtain power from sources separate from the grid (10-year transition for existing facilities), giving consumers grid priority, and requiring public disclosure of electricity use; said ""American families should not have to shoulder the burden of rising electricity costs produced by data centers.""",2026-02-11,https://www.hawley.senate.gov/hawley-blumenthal-introduce-bill-to-prevent-data-centers-from-increasing-electricity-costs-for-americans,Sen. Hawley press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001089
Senate,senator,MO,,Josh Hawley,Republican,statement,"Told St. Louis Public Radio, on introducing the GRID Act, that tech companies ""can absolutely afford to pay for their own electricity, and they should,"" and that residents cannot know a project's effect on them ""if they don't know exactly what the drawdown on power is going to be.""",2026-02-11,https://www.stlpr.org/health-science-environment/2026-02-11/josh-hawley-data-centers-build-power-plants-missouri,St. Louis Public Radio,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-h001089
House,candidate,OH,13,Emilia Sykes,Democratic,statement,Unveiled Affordability Agenda policy roadmap including a provision to reallocate electric grid costs so consumers are protected from price hikes driven by data center development.,2026-02-11,https://sykes.house.gov/media/press-releases/rep-sykes-unveils-affordability-agenda-to-address-the-cost-of-living-crisis,,,guardrails,2026-09-06,https://aigridwatch.com/house-races#race-oh-13
Senate,senator,MT,,Steve Daines,Republican,statement,"Chairing a Senate Foreign Relations subcommittee hearing on European energy reform, said ""whether it be for data centers, manufacturing, or defense production, reliable power is the backbone of our future prosperity.""",2026-02-04,https://www.daines.senate.gov/2026/02/04/daines-discusses-need-for-energy-reform-in-europe/,Sen. Daines press release,,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-d000618
House,candidate,GA,7,Rich McCormick,Republican,statement,"Opened a House Science, Space and Technology subcommittee hearing, “Powering America's AI Future: Assessing Policy Options to Increase Data Center Infrastructure”, framing the question as whether approval processes can deliver the infrastructure AI leadership needs in time, and flagging rural Georgia's cooperative grid as a binding constraint.",2026-02,https://mccormick.house.gov/media/press-releases/subcommittee-chairman-mccormick-opens-hearing-ai-data-center-infrastructure,,,accelerate,2026-08-26,https://aigridwatch.com/house-races#race-ga-7
Senate,senator,AR,,John Boozman,Republican,statement,"At a Senate Environment and Public Works hearing on permitting reform, highlighted AI and cloud investments including the West Memphis data center and said ""Arkansas was able to land these investments in part because of a reliable, affordable, and an all-the-above energy supply, including solar energy,"" backing permitting reform.",2026-01-29,https://www.boozman.senate.gov/public/index.cfm/2026/1/boozman-backs-commonsense-permitting-reform-cites-arkansas-leadership,Sen. Boozman press release (EPW hearing),,accelerate,2026-09-05,https://aigridwatch.com/senators#sen-b001236
Senate,senator,RI,,Sheldon Whitehouse,Democratic,action,"With Sen. Reed and four other New England senators, wrote ISO New England asking how it will shield residential ratepayers from data-center-driven price increases; said ""As the ones who stand to benefit most, the multi-billion-dollar AI industry should be responsible for these costs.""",2026-01-29,https://www.whitehouse.senate.gov/news/release/reed-whitehouse-seek-answers-about-how-new-regional-data-centers-could-drive-up-energy-health-environmental-costs-for-consumers/,Sen. Whitehouse press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000802
Senate,senator,MA,,Edward J. Markey,Democratic,action,"Led a letter from six New England senators to ISO New England asking how it will protect residential ratepayers from price increases driven by data center expansion. Markey: 'As the ones who stand to benefit most, the multi-billion-dollar AI industry should be responsible for these costs.'",2026-01-28,https://www.markey.senate.gov/news/press-releases/markey-welch-new-england-senators-call-for-answers-about-how-new-regional-data-centers-will-drive-up-energy-costs-for-consumers,Sen. Markey press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-m000133
Senate,senator,RI,,Jack Reed,Democratic,action,"With Sen. Whitehouse, Sen. Welch and three other New England senators, wrote ISO New England CEO Vamsi Chadalavada asking what strategies the grid operator will use to protect residential customers from data-center-driven price increases; Reed said ""We believe it is necessary to require tech companies, not American families, to foot the bill for their load.""",2026-01-28,https://www.reed.senate.gov/news/releases/reed-and-whitehouse-seek-answers-about-how-new-regional-data-centers-could-drive-up-energy-health_environmental-costs-for-consumers,Sen. Reed press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-r000122
Senate,senator,VT,,Peter Welch,Democratic,action,"Signed, with Sens. Markey, Shaheen, Blumenthal, Reed and Whitehouse, a letter to ISO New England CEO Vamsi Chadalavada asking how the grid operator will protect residential ratepayers from data-center-driven price increases, stating 'the multi-billion-dollar AI industry should be responsible for these costs.'",2026-01-28,https://www.markey.senate.gov/news/press-releases/markey-welch-new-england-senators-call-for-answers-about-how-new-regional-data-centers-will-drive-up-energy-costs-for-consumers,Sen. Markey press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000800
Senate,senator,WV,,James C. Justice,Republican,statement,"Press release applauding American Power and Intelligence Corporation's multi-billion-dollar data center and microgrid campus in Mason County, a project he first announced with Fidelis New Energy as governor in 2023: 'I truly could not be prouder to see the seeds of our work from years ago begin to bloom.'",2026-01-28,https://www.justice.senate.gov/press-releases/senator-justice-touts-multi-billion-dollar-investment-in-mason-county-through-fidelis-new-energy/,Sen. Justice press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-j000312
Senate,senator,NH,,Jeanne Shaheen,Democratic,action,"Signed, with Sens. Welch, Blumenthal, Reed, Markey, and Whitehouse, a letter to ISO New England CEO Vamsi Chadalavada requesting the strategies ISO-NE plans to protect residential ratepayers from data-center-driven price increases, arguing that the AI industry, not families, should bear those costs.",2026-01-23,https://www.shaheen.senate.gov/news/press/shaheen-joins-colleagues-in-searching-for-answers-about-how-new-regional-data-centers-will-drive-up-energy-costs-for-new-england-communities,Sen. Shaheen press release,B,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s001181
Senate,senator,MA,,Elizabeth Warren,Democratic,action,"Released the companies' responses: Google committed to pay for all electricity it uses and contribute to growth-related costs; Microsoft, CoreWeave and Equinix backed separate rate classes for data centers. Warren: 'These commitments do not explain how Big Tech companies – not American consumers – will bear the full cost of data centers.'",2026-01-22,https://www.warren.senate.gov/newsroom/press-releases/warren-senators-secure-new-commitments-from-big-tech-on-electricity-costs-but-companies-dodge-accountability-for-hiking-families-utility-bills/,Sen. Warren press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000817
Senate,senator,WI,,Ron Johnson,Republican,statement,"Told Wisconsin Watch that data centers' impact on the state's electrical grid is a 'very serious concern,' adding he is unsure local officials have 'really factored it in properly.'",2026-01-22,https://wisconsinwatch.org/2026/01/wisconsin-data-centers-politics-ai-port-washington-federal-lawmakers/,Wisconsin Watch,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-j000293
Senate,senator,WI,,Tammy Baldwin,Democratic,statement,"Told Wisconsin Watch: 'The developers of these need to have commitments to the local community that they won't see, that they won't have to shoulder the costs of the energy use and water use by these data centers,' and said any data-center moratorium should first be considered by the state Legislature.",2026-01-22,https://wisconsinwatch.org/2026/01/wisconsin-data-centers-politics-ai-port-washington-federal-lawmakers/,Wisconsin Watch,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001230
Senate,senator,GA,,Raphael G. Warnock,Democratic,action,"Secured $50 million in the FY2026 government funding law to help communities address energy and water pressures from resource-intensive projects including data centers: ""This bipartisan legislation will help give Georgians and Americans relief from the energy and water pressures of new resource-intensive projects.""",2026-01-16,https://www.warnock.senate.gov/newsroom/press-releases/warnock-secures-50m-to-address-growing-energy-and-water-demands-from-data-centers/,Sen. Warnock press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000790
Senate,senator,MN,,Tina Smith,Democratic,action,"Named as an original cosponsor of Sen. Van Hollen's Power for the People Act, which directs states to evaluate data-center rate classes, instructs FERC to ensure data centers pay for local transmission upgrades, and creates an interconnection system pushing data centers to offset grid impact with new generation and storage under labor standards.",2026-01-15,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-leads-new-bill-to-ensure-americans-arent-footing-the-bill-for-big-data-centers,Sen. Van Hollen press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s001203
Senate,candidate,NJ,,Cory Booker,Democratic,statement,"Cosponsored the Power for the People Act (Van Hollen, introduced Jan 15 2026): new data-center rate classes, a FERC rule making data centers pay for local transmission upgrades, interconnection incentives to bring their own generation and storage, and prevailing-wage standards.",2026-01-15,https://www.booker.senate.gov/news/press/booker-van-hollen-colleagues-introduce-legislation-to-ensure-americans-arent-footing-the-bill-for-big-data-centers,,,guardrails,2026-08-25,https://aigridwatch.com/senate-races#race-nj
Senate,senator,AR,,Tom Cotton,Republican,action,"Introduced the DATA Act of 2026, which would exempt new isolated electricity generation and supply systems built to serve new loads (manufacturers, data centers and other energy-intensive industries) from certain federal regulation so they can operate independent of the existing grid. Cotton: ""American dominance in artificial intelligence and other crucial emerging industries should not come at the expense of Arkansans paying higher energy costs.""",2026-01-08,https://www.cotton.senate.gov/news/press-releases/cotton-introduces-bill-to-lower-energy-costs-for-arkansans,Sen. Cotton press release,,mixed,2026-09-05,https://aigridwatch.com/senators#sen-c001095
Senate,senator,GA,,Raphael G. Warnock,Democratic,action,"With Sen. Markey and five other senators, wrote FERC Chair Laura Swett urging the commission to prevent data center demand from producing unjust or unreasonable electricity cost increases for households, warning AI and crypto data centers could add over 10,000 MW of demand with costs passed to residential ratepayers.",2026-01-05,https://www.warnock.senate.gov/newsroom/press-releases/warnock-markey-push-trump-admin-to-shield-americans-from-data-center-energy-costs/,Sen. Warnock press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000790
Senate,candidate,MI,,Abdul El-Sayed,Democratic,statement,"Released a framework requiring developers to guarantee no utility rate increases, protect water and grid reliability, bar utilities from citing data-center demand to weaken Michigan clean-energy law, and attach clear penalties to every commitment.",2026-01,https://planetdetroit.org/2026/01/el-sayed-data-centers-senate/,,,guardrails,2026-08-25,https://aigridwatch.com/senate-races#race-mi
Senate,senator,CO,,Michael F. Bennet,Democratic,statement,"Campaign energy platform: ""Massive energy users like data centers shouldn't drive up utility bills for Colorado families""; would ""require new data centers to cover the cost of the energy they consume and to help finance the infrastructure they need,"" and require new projects to align with Colorado's clean energy, emissions, water conservation and workforce goals.",2026,https://www.michaelbennet.com/priorities/energy/,Bennet for Governor campaign site,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001267
Senate,senator,NV,,Catherine Cortez Masto,Democratic,action,"Submitted a $1,570,000 FY2027 community project request for the Desert Research Institute's Computing Infrastructure Evaluation Tool, ""a cost-benefit framework to help Nevadans weigh trade-offs of rapid data center growth, considering water and energy resources, economic stability, and community well-being,"" plus $2,107,000 for a UNLV Energy Platform for Data Centers research project.",2026,https://www.cortezmasto.senate.gov/help/federal-funds/appropriations/senator-cortez-mastos-fy-2027-submitted-community-project-requests/,Sen. Cortez Masto FY2027 community project requests,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-c001113
Senate,candidate,AK,,Dan S. Sullivan,Republican,statement,Petitioned to place data centers on Air Force and military installations.,2026,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,accelerate,2026-08-25,https://aigridwatch.com/senate-races#race-ak
Senate,candidate,GA,,Mike Collins,Republican,statement,"Campaigning on data centers: says Georgia's 200+ data centers matter but local leaders should decide whether one fits their community — “if a data center goes into a local community and destroys the infrastructure, you didn't do good” — while allowing a federal role given AI competition with China. Meta operates a large campus in his House district.",2026,https://www.local3news.com/local-news/decision-2026-u-s-senate-candidate-mike-collins-makes-campaign-stop-in-dalton/article_7ca14bf8-2e99-40a6-acc6-6dfd684a1f0e.html,,,mixed,2026-08-25,https://aigridwatch.com/senate-races#race-ga
Senate,candidate,IA,,Ashley Hinson,Republican,statement,Emphasised American AI leadership and competition with China; no specific data-center restrictions stated.,2026,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,accelerate,2026-08-25,https://aigridwatch.com/senate-races#race-ia
Senate,candidate,IA,,Josh Turek,Democratic,statement,Framed his campaign around opposing billionaires and large corporations and embraced local moratorium sentiment; no detailed data-center platform published.,2026,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,mixed,2026-08-25,https://aigridwatch.com/senate-races#race-ia
Senate,candidate,ME,,Susan Collins,Republican,statement,"Voiced concern about data-center energy consumption and cost pressure and toured redevelopment sites with Energy Secretary Chris Wright, while blaming rising rates on Democratic state leaders.",2026,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,mixed,2026-08-25,https://aigridwatch.com/senate-races#race-me
Senate,candidate,ME,,Troy Jackson,Democratic,statement,"Set conditions for data centers: good-paying union jobs, fair tax payment, environmental protection, local community engagement, and covering their own power costs.",2026,https://www.newsweek.com/ai-data-center-war-where-democrats-republicans-in-key-senate-races-stand-12354265,,,guardrails,2026-08-25,https://aigridwatch.com/senate-races#race-me
Senate,candidate,NE,,Dan Osborn,Independent,statement,Called for shifting investment away from data centers and toward hospitals.,2026,https://rivercountry.newschannelnebraska.com/story/336427630/fact-check-dan-osborn-data-centers,,,guardrails,2026-08-25,https://aigridwatch.com/senate-races#race-ne
Senate,candidate,NC,,Michael Whatley,Republican,statement,Reported by NBC News to back data-center tax breaks while owning stock in data-center companies.,2026,https://www.ncdp.org/media/new-from-nbc-news-michael-whatley-backs-tax-breaks-for-data-centers-while-owning-stock-in-data-center-companies/,,,accelerate,2026-08-25,https://aigridwatch.com/senate-races#race-nc
House,candidate,MD,7,Kweisi Mfume,Democratic,statement,"Introduced H.R. 8241, the Power for the People Act of 2026, with Rep. Paul Tonko — the House companion to S.3682, which directs states to consider data-center rate classes and seeks a FERC rule making data centers pay for the transmission upgrades they require.",2026,https://www.congress.gov/bill/119th-congress/house-bill/8241/all-info,,,guardrails,2026-08-26,https://aigridwatch.com/house-races#race-md-7
House,candidate,NY,20,Paul Tonko,Democratic,statement,"Co-introduced H.R. 8241, the Power for the People Act of 2026, with Rep. Kweisi Mfume — the House companion to S.3682 on data-center rate classes and FERC cost allocation.",2026,https://www.congress.gov/bill/119th-congress/house-bill/8241/all-info,,,guardrails,2026-08-26,https://aigridwatch.com/house-races#race-ny-20
Senate,senator,HI,,Brian Schatz,Democratic,statement,"In an interview on the Volts podcast, agreed ('100%') with the proposal that data centers needing grid capacity should fund distributed solar, storage and heat pumps on homes, and said it would be 'a rounding error' for highly profitable AI firms to also fund carbon dioxide removal.",2025-12-31,https://www.volts.wtf/p/sen-brian-schatz-wants-permitting,Volts (David Roberts) interview transcript,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-s001194
Senate,senator,TN,,Marsha Blackburn,Republican,action,"Unveiled the TRUMP AMERICA AI Act national AI framework, which 'requires data center operators to be responsible for the full cost of all energy and water infrastructure needed for their operation, including construction, maintenance, and upgrades with no impact on ratepayers.'",2025-12-19,https://www.blackburn.senate.gov/2025/12/technology/blackburn-unveils-national-policy-framework-for-artificial-intelligence,Sen. Blackburn press release,B,mixed,2026-09-05,https://aigridwatch.com/senators#sen-b001243
Senate,senator,AZ,,Ruben Gallego,Democratic,statement,"On the Volts podcast discussing his energy plan, said that if data centers strain the grid ""the resident and the small business owner should not be having to pay the differential caused by these companies,"" that legislation should ensure ""the individual consumer will be held harmless"" while the large-load customer pays the difference, and that data centers should ""bring your own energy"" such as SMRs rather than restarting old coal or gas plants.",2025-12-17,https://www.volts.wtf/p/sen-ruben-gallego-has-a-new-energy,Volts (David Roberts) podcast transcript,,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-g000574
Senate,senator,CT,,Richard Blumenthal,Democratic,action,"With Sens. Warren and Van Hollen, sent letters to Google, Microsoft, Amazon, Meta and three other companies probing whether ""tech companies are passing on the costs of building and operating their data centers to ordinary Americans,"" including who bears grid-upgrade costs if the AI boom subsides.",2025-12-16,https://www.warren.senate.gov/news/in-the-news/senators-investigate-role-of-a-i-data-centers-in-rising-electricity-costs/,Sen. Warren press office (in the news),A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-b001277
Senate,senator,MA,,Elizabeth Warren,Democratic,action,"With Sens. Van Hollen and Blumenthal, sent letters to Google, Microsoft, Amazon, Meta, CoreWeave, Digital Realty and Equinix asking how they will keep data center grid costs off consumers' bills. Warren: 'Through these utility price increases, American families bankroll the electricity costs of trillion-dollar tech companies.'",2025-12-16,https://www.warren.senate.gov/newsroom/press-releases/senator-warren-lawmakers-open-investigation-into-big-tech-data-centers-role-in-driving-up-families-utility-costs,Sen. Warren press release,A,guardrails,2026-09-05,https://aigridwatch.com/senators#sen-w000817
